# timestamp (sec),tracking,propagation,msckf update,slam update,slam delayed,re-tri & marg,total
1781061975.498192071914673,0.00739,0.00010,0.00034,0.00032,0.00000,0.00336,0.01150
1781061975.531517028808594,0.00747,0.00009,0.00025,0.00035,0.00002,0.00300,0.01118
1781061975.564844131469727,0.00873,0.00010,0.00042,0.00036,0.00023,0.00323,0.01306
1781061975.598166942596436,0.00858,0.00010,0.00026,0.00043,0.00119,0.00303,0.01359
1781061975.631494998931885,0.00772,0.00010,0.00034,0.00068,0.00164,0.00313,0.01361
1781061975.664828062057495,0.00827,0.00011,0.00035,0.00114,0.00390,0.00349,0.01726
1781061975.698151111602783,0.00710,0.00013,0.00065,0.00142,0.00029,0.00302,0.01262
1781061975.731498003005981,0.00877,0.00012,0.00042,0.00150,0.00018,0.00302,0.01400
1781061975.764802932739258,0.00828,0.00013,0.00031,0.00150,0.00072,0.00325,0.01419
1781061975.798130989074707,0.00752,0.00013,0.00017,0.00151,0.00165,0.00345,0.01443
1781061975.831459999084473,0.00820,0.00015,0.00058,0.00178,0.00006,0.00329,0.01405
1781061975.864784002304077,0.00806,0.00013,0.00066,0.00075,0.00003,0.00346,0.01309
1781061975.898114919662476,0.00918,0.00011,0.00063,0.00064,0.00002,0.00397,0.01455
1781061975.931442022323608,0.01211,0.00010,0.00067,0.00045,0.00004,0.00320,0.01658
1781061975.964769124984741,0.01069,0.00009,0.00024,0.00042,0.00005,0.00358,0.01507
1781061975.998094081878662,0.00819,0.00010,0.00037,0.00041,0.00000,0.00361,0.01269
1781061976.031423091888428,0.00759,0.00010,0.00043,0.00042,0.00005,0.00322,0.01182
1781061976.064751148223877,0.00830,0.00009,0.00040,0.00050,0.00004,0.00319,0.01253
1781061976.098084926605225,0.00864,0.00010,0.00025,0.00035,0.00007,0.00338,0.01280
1781061976.131402969360352,0.00699,0.00009,0.00031,0.00034,0.00016,0.00373,0.01162
1781061976.164729118347168,0.00812,0.00009,0.00024,0.00036,0.00024,0.00346,0.01251
1781061976.198059082031250,0.00840,0.00021,0.00038,0.00037,0.00003,0.00324,0.01263
1781061976.231380939483643,0.00763,0.00010,0.00020,0.00034,0.00000,0.00327,0.01155
1781061976.264712095260620,0.00785,0.00010,0.00033,0.00036,0.00016,0.00317,0.01197
1781061976.298041105270386,0.00786,0.00009,0.00027,0.00038,0.00008,0.00336,0.01204
1781061976.331363916397095,0.01405,0.00011,0.00055,0.00035,0.00013,0.00330,0.01849
1781061976.364691019058228,0.00820,0.00011,0.00012,0.00038,0.00075,0.00365,0.01321
1781061976.398016929626465,0.00665,0.00011,0.00011,0.00042,0.00010,0.00392,0.01133
1781061976.431347131729126,0.00735,0.00011,0.00055,0.00040,0.00006,0.00330,0.01178
1781061976.464672088623047,0.00829,0.00009,0.00043,0.00039,0.00091,0.00325,0.01337
1781061976.497998952865601,0.00794,0.00011,0.00032,0.00057,0.00043,0.00334,0.01271
1781061976.531327962875366,0.00796,0.00013,0.00018,0.00059,0.00021,0.00335,0.01242
1781061976.564652919769287,0.00696,0.00012,0.00023,0.00058,0.00023,0.00370,0.01182
1781061976.597983121871948,0.00741,0.00012,0.00034,0.00068,0.00003,0.00329,0.01187
1781061976.631313085556030,0.00656,0.00011,0.00020,0.00065,0.00009,0.00400,0.01162
